ID:639 has a score of 4.33, Letter grade: F
ID:771 has a score of 44.0, Letter grade: F
ID:881 has a score of 44.0, Letter grade: F
ID:165 has a score of 44.0, Letter grade: F
ID:996 has a score of 44.0, Letter grade: F
ID:137 has a score of 44.0, Letter grade: F
ID:471 has a score of 44.0, Letter grade: F
ID:759 has a score of 44.0, Letter grade: F
ID:180 has a score of 44.0, Letter grade: F
ID:588 has a score of 44.0, Letter grade: F
ID:771 has a score of 44.0, Letter grade: F
ID:881 has a score of 44.0, Letter grade: F
ID:165 has a score of 44.0, Letter grade: F
ID:996 has a score of 44.0, Letter grade: F
ID:137 has a score of 44.0, Letter grade: F
ID:471 has a score of 44.0, Letter grade: F
ID:759 has a score of 44.0, Letter grade: F
ID:180 has a score of 44.0, Letter grade: F
ID:588 has a score of 44.0, Letter grade: F
ID:771 has a score of 44.0, Letter grade: F
ID:881 has a score of 44.0, Letter grade: F
ID:165 has a score of 44.0, Letter grade: F
ID:996 has a score of 44.0, Letter grade: F
ID:137 has a score of 44.0, Letter grade: F
ID:471 has a score of 44.0, Letter grade: F
ID:759 has a score of 44.0, Letter grade: F
ID:180 has a score of 44.0, Letter grade: F
ID:588 has a score of 44.0, Letter grade: F
ID:771 has a score of 44.0, Letter grade: F
ID:881 has a score of 44.0, Letter grade: F
ID:165 has a score of 44.0, Letter grade: F
ID:996 has a score of 44.0, Letter grade: F
ID:137 has a score of 44.0, Letter grade: F
ID:471 has a score of 44.0, Letter grade: F
ID:759 has a score of 44.0, Letter grade: F
ID:180 has a score of 44.0, Letter grade: F
ID:588 has a score of 44.0, Letter grade: F
ID:771 has a score of 44.0, Letter grade: F
ID:881 has a score of 44.0, Letter grade: F
ID:165 has a score of 44.0, Letter grade: F
ID:996 has a score of 44.0, Letter grade: F
ID:137 has a score of 44.0, Letter grade: F
ID:471 has a score of 44.0, Letter grade: F
ID:759 has a score of 44.0, Letter grade: F
ID:180 has a score of 44.0, Letter grade: F
ID:588 has a score of 44.0, Letter grade: F
ID:771 has a score of 44.0, Letter grade: F
ID:881 has a score of 44.0, Letter grade: F
ID:165 has a score of 44.0, Letter grade: F
ID:996 has a score of 44.0, Letter grade: F
ID:137 has a score of 44.0, Letter grade: F
ID:471 has a score of 44.0, Letter grade: F
ID:759 has a score of 44.0, Letter grade: F
ID:180 has a score of 44.0, Letter grade: F
ID:588 has a score of 44.0, Letter grade: F
ID:771 has a score of 44.0, Letter grade: F
ID:881 has a score of 44.0, Letter grade: F
ID:165 has a score of 44.0, Letter grade: F
ID:996 has a score of 44.0, Letter grade: F
ID:137 has a score of 44.0, Letter grade: F
ID:471 has a score of 44.0, Letter grade: F
ID:111 has a score of 44.33, Letter grade: F
ID:325 has a score of 44.33, Letter grade: F
ID:567 has a score of 44.33, Letter grade: F
ID:425 has a score of 44.33, Letter grade: F
ID:408 has a score of 44.33, Letter grade: F
ID:111 has a score of 44.33, Letter grade: F
ID:325 has a score of 44.33, Letter grade: F
ID:567 has a score of 44.33, Letter grade: F
ID:425 has a score of 44.33, Letter grade: F
ID:408 has a score of 44.33, Letter grade: F
ID:111 has a score of 44.33, Letter grade: F
ID:325 has a score of 44.33, Letter grade: F
ID:567 has a score of 44.33, Letter grade: F
ID:425 has a score of 44.33, Letter grade: F
ID:408 has a score of 44.33, Letter grade: F
ID:111 has a score of 44.33, Letter grade: F
ID:325 has a score of 44.33, Letter grade: F
ID:567 has a score of 44.33, Letter grade: F
ID:425 has a score of 44.33, Letter grade: F
ID:408 has a score of 44.33, Letter grade: F
ID:111 has a score of 44.33, Letter grade: F
ID:325 has a score of 44.33, Letter grade: F
ID:567 has a score of 44.33, Letter grade: F
ID:425 has a score of 44.33, Letter grade: F
ID:408 has a score of 44.33, Letter grade: F
ID:438 has a score of 44.67, Letter grade: F
ID:535 has a score of 44.67, Letter grade: F
ID:900 has a score of 44.67, Letter grade: F
ID:269 has a score of 44.67, Letter grade: F
ID:671 has a score of 44.67, Letter grade: F
ID:438 has a score of 44.67, Letter grade: F
ID:535 has a score of 44.67, Letter grade: F
ID:900 has a score of 44.67, Letter grade: F
ID:269 has a score of 44.67, Letter grade: F
ID:671 has a score of 44.67, Letter grade: F
ID:438 has a score of 44.67, Letter grade: F
ID:535 has a score of 44.67, Letter grade: F
ID:900 has a score of 44.67, Letter grade: F
ID:269 has a score of 44.67, Letter grade: F
ID:671 has a score of 44.67, Letter grade: F
ID:438 has a score of 44.67, Letter grade: F
ID:535 has a score of 44.67, Letter grade: F
ID:900 has a score of 44.67, Letter grade: F
ID:269 has a score of 44.67, Letter grade: F
ID:671 has a score of 44.67, Letter grade: F
ID:438 has a score of 44.67, Letter grade: F
ID:535 has a score of 44.67, Letter grade: F
ID:900 has a score of 44.67, Letter grade: F
ID:269 has a score of 44.67, Letter grade: F
ID:671 has a score of 44.67, Letter grade: F
ID:467 has a score of 45.0, Letter grade: F
ID:909 has a score of 45.0, Letter grade: F
ID:717 has a score of 45.0, Letter grade: F
ID:357 has a score of 45.0, Letter grade: F
ID:586 has a score of 45.0, Letter grade: F
ID:299 has a score of 45.0, Letter grade: F
ID:467 has a score of 45.0, Letter grade: F
ID:909 has a score of 45.0, Letter grade: F
ID:717 has a score of 45.0, Letter grade: F
ID:357 has a score of 45.0, Letter grade: F
ID:586 has a score of 45.0, Letter grade: F
ID:299 has a score of 45.0, Letter grade: F
ID:467 has a score of 45.0, Letter grade: F
ID:909 has a score of 45.0, Letter grade: F
ID:717 has a score of 45.0, Letter grade: F
ID:357 has a score of 45.0, Letter grade: F
ID:586 has a score of 45.0, Letter grade: F
ID:299 has a score of 45.0, Letter grade: F
ID:467 has a score of 45.0, Letter grade: F
ID:909 has a score of 45.0, Letter grade: F
ID:717 has a score of 45.0, Letter grade: F
ID:357 has a score of 45.0, Letter grade: F
ID:586 has a score of 45.0, Letter grade: F
ID:299 has a score of 45.0, Letter grade: F
ID:467 has a score of 45.0, Letter grade: F
ID:909 has a score of 45.0, Letter grade: F
ID:717 has a score of 45.0, Letter grade: F
ID:357 has a score of 45.0, Letter grade: F
ID:586 has a score of 45.0, Letter grade: F
ID:299 has a score of 45.0, Letter grade: F
ID:467 has a score of 45.0, Letter grade: F
ID:909 has a score of 45.0, Letter grade: F
ID:717 has a score of 45.0, Letter grade: F
ID:357 has a score of 45.0, Letter grade: F
ID:586 has a score of 45.0, Letter grade: F
ID:299 has a score of 45.0, Letter grade: F
ID:576 has a score of 45.33, Letter grade: F
ID:518 has a score of 45.33, Letter grade: F
ID:536 has a score of 45.33, Letter grade: F
ID:714 has a score of 45.33, Letter grade: F
ID:124 has a score of 45.33, Letter grade: F
ID:924 has a score of 45.33, Letter grade: F
ID:801 has a score of 45.33, Letter grade: F
ID:547 has a score of 45.33, Letter grade: F
ID:167 has a score of 45.33, Letter grade: F
ID:576 has a score of 45.33, Letter grade: F
ID:518 has a score of 45.33, Letter grade: F
ID:536 has a score of 45.33, Letter grade: F
ID:714 has a score of 45.33, Letter grade: F
ID:124 has a score of 45.33, Letter grade: F
ID:924 has a score of 45.33, Letter grade: F
ID:801 has a score of 45.33, Letter grade: F
ID:547 has a score of 45.33, Letter grade: F
ID:167 has a score of 45.33, Letter grade: F
ID:576 has a score of 45.33, Letter grade: F
ID:518 has a score of 45.33, Letter grade: F
ID:536 has a score of 45.33, Letter grade: F
ID:714 has a score of 45.33, Letter grade: F
ID:124 has a score of 45.33, Letter grade: F
ID:924 has a score of 45.33, Letter grade: F
ID:801 has a score of 45.33, Letter grade: F
ID:547 has a score of 45.33, Letter grade: F
ID:167 has a score of 45.33, Letter grade: F
ID:576 has a score of 45.33, Letter grade: F
ID:518 has a score of 45.33, Letter grade: F
ID:536 has a score of 45.33, Letter grade: F
ID:714 has a score of 45.33, Letter grade: F
ID:124 has a score of 45.33, Letter grade: F
ID:924 has a score of 45.33, Letter grade: F
ID:801 has a score of 45.33, Letter grade: F
ID:547 has a score of 45.33, Letter grade: F
ID:167 has a score of 45.33, Letter grade: F
ID:576 has a score of 45.33, Letter grade: F
ID:518 has a score of 45.33, Letter grade: F
ID:536 has a score of 45.33, Letter grade: F
ID:714 has a score of 45.33, Letter grade: F
ID:124 has a score of 45.33, Letter grade: F
ID:924 has a score of 45.33, Letter grade: F
ID:801 has a score of 45.33, Letter grade: F
ID:547 has a score of 45.33, Letter grade: F
ID:167 has a score of 45.33, Letter grade: F
ID:576 has a score of 45.33, Letter grade: F
ID:518 has a score of 45.33, Letter grade: F
ID:536 has a score of 45.33, Letter grade: F
ID:714 has a score of 45.33, Letter grade: F
ID:124 has a score of 45.33, Letter grade: F
ID:924 has a score of 45.33, Letter grade: F
ID:801 has a score of 45.33, Letter grade: F
ID:547 has a score of 45.33, Letter grade: F
ID:167 has a score of 45.33, Letter grade: F
ID:576 has a score of 45.33, Letter grade: F
ID:518 has a score of 45.33, Letter grade: F
ID:536 has a score of 45.33, Letter grade: F
ID:714 has a score of 45.33, Letter grade: F
ID:124 has a score of 45.33, Letter grade: F
ID:924 has a score of 45.33, Letter grade: F
ID:801 has a score of 45.33, Letter grade: F
ID:547 has a score of 45.33, Letter grade: F
ID:167 has a score of 45.33, Letter grade: F
ID:576 has a score of 45.33, Letter grade: F
ID:518 has a score of 45.33, Letter grade: F
ID:536 has a score of 45.33, Letter grade: F
ID:714 has a score of 45.33, Letter grade: F
ID:124 has a score of 45.33, Letter grade: F
ID:924 has a score of 45.33, Letter grade: F
ID:801 has a score of 45.33, Letter grade: F
ID:547 has a score of 45.33, Letter grade: F
ID:167 has a score of 45.33, Letter grade: F
ID:576 has a score of 45.33, Letter grade: F
ID:518 has a score of 45.33, Letter grade: F
ID:536 has a score of 45.33, Letter grade: F
ID:714 has a score of 45.33, Letter grade: F
ID:124 has a score of 45.33, Letter grade: F
ID:924 has a score of 45.33, Letter grade: F
ID:801 has a score of 45.33, Letter grade: F
ID:547 has a score of 45.33, Letter grade: F
ID:167 has a score of 45.33, Letter grade: F
ID:922 has a score of 45.67, Letter grade: F
ID:594 has a score of 45.67, Letter grade: F
ID:286 has a score of 45.67, Letter grade: F
ID:499 has a score of 45.67, Letter grade: F
ID:336 has a score of 45.67, Letter grade: F
ID:323 has a score of 45.67, Letter grade: F
ID:244 has a score of 45.67, Letter grade: F
ID:247 has a score of 45.67, Letter grade: F
ID:375 has a score of 45.67, Letter grade: F
ID:941 has a score of 45.67, Letter grade: F
ID:922 has a score of 45.67, Letter grade: F
ID:594 has a score of 45.67, Letter grade: F
ID:286 has a score of 45.67, Letter grade: F
ID:499 has a score of 45.67, Letter grade: F
ID:336 has a score of 45.67, Letter grade: F
ID:323 has a score of 45.67, Letter grade: F
ID:244 has a score of 45.67, Letter grade: F
ID:247 has a score of 45.67, Letter grade: F
ID:375 has a score of 45.67, Letter grade: F
ID:941 has a score of 45.67, Letter grade: F
ID:922 has a score of 45.67, Letter grade: F
ID:594 has a score of 45.67, Letter grade: F
ID:286 has a score of 45.67, Letter grade: F
ID:499 has a score of 45.67, Letter grade: F
ID:336 has a score of 45.67, Letter grade: F
ID:323 has a score of 45.67, Letter grade: F
ID:244 has a score of 45.67, Letter grade: F
ID:247 has a score of 45.67, Letter grade: F
ID:375 has a score of 45.67, Letter grade: F
ID:941 has a score of 45.67, Letter grade: F
ID:922 has a score of 45.67, Letter grade: F
ID:594 has a score of 45.67, Letter grade: F
ID:286 has a score of 45.67, Letter grade: F
ID:499 has a score of 45.67, Letter grade: F
ID:336 has a score of 45.67, Letter grade: F
ID:323 has a score of 45.67, Letter grade: F
ID:244 has a score of 45.67, Letter grade: F
ID:247 has a score of 45.67, Letter grade: F
ID:375 has a score of 45.67, Letter grade: F
ID:941 has a score of 45.67, Letter grade: F
ID:922 has a score of 45.67, Letter grade: F
ID:594 has a score of 45.67, Letter grade: F
ID:286 has a score of 45.67, Letter grade: F
ID:499 has a score of 45.67, Letter grade: F
ID:336 has a score of 45.67, Letter grade: F
ID:323 has a score of 45.67, Letter grade: F
ID:244 has a score of 45.67, Letter grade: F
ID:247 has a score of 45.67, Letter grade: F
ID:375 has a score of 45.67, Letter grade: F
ID:941 has a score of 45.67, Letter grade: F
ID:922 has a score of 45.67, Letter grade: F
ID:594 has a score of 45.67, Letter grade: F
ID:286 has a score of 45.67, Letter grade: F
ID:499 has a score of 45.67, Letter grade: F
ID:336 has a score of 45.67, Letter grade: F
ID:323 has a score of 45.67, Letter grade: F
ID:244 has a score of 45.67, Letter grade: F
ID:247 has a score of 45.67, Letter grade: F
ID:375 has a score of 45.67, Letter grade: F
ID:941 has a score of 45.67, Letter grade: F
ID:922 has a score of 45.67, Letter grade: F
ID:594 has a score of 45.67, Letter grade: F
ID:286 has a score of 45.67, Letter grade: F
ID:499 has a score of 45.67, Letter grade: F
ID:336 has a score of 45.67, Letter grade: F
ID:323 has a score of 45.67, Letter grade: F
ID:244 has a score of 45.67, Letter grade: F
ID:247 has a score of 45.67, Letter grade: F
ID:375 has a score of 45.67, Letter grade: F
ID:941 has a score of 45.67, Letter grade: F
ID:922 has a score of 45.67, Letter grade: F
ID:594 has a score of 45.67, Letter grade: F
ID:286 has a score of 45.67, Letter grade: F
ID:499 has a score of 45.67, Letter grade: F
ID:336 has a score of 45.67, Letter grade: F
ID:323 has a score of 45.67, Letter grade: F
ID:244 has a score of 45.67, Letter grade: F
ID:247 has a score of 45.67, Letter grade: F
ID:375 has a score of 45.67, Letter grade: F
ID:941 has a score of 45.67, Letter grade: F
ID:922 has a score of 45.67, Letter grade: F
ID:594 has a score of 45.67, Letter grade: F
ID:286 has a score of 45.67, Letter grade: F
ID:499 has a score of 45.67, Letter grade: F
ID:336 has a score of 45.67, Letter grade: F
ID:323 has a score of 45.67, Letter grade: F
ID:244 has a score of 45.67, Letter grade: F
ID:247 has a score of 45.67, Letter grade: F
ID:375 has a score of 45.67, Letter grade: F
ID:941 has a score of 45.67, Letter grade: F
ID:922 has a score of 45.67, Letter grade: F
ID:594 has a score of 45.67, Letter grade: F
ID:286 has a score of 45.67, Letter grade: F
ID:499 has a score of 45.67, Letter grade: F
ID:336 has a score of 45.67, Letter grade: F
ID:323 has a score of 45.67, Letter grade: F
ID:244 has a score of 45.67, Letter grade: F
ID:247 has a score of 45.67, Letter grade: F
ID:375 has a score of 45.67, Letter grade: F
ID:941 has a score of 45.67, Letter grade: F
ID:347 has a score of 46.0, Letter grade: F
ID:121 has a score of 46.0, Letter grade: F
ID:910 has a score of 46.0, Letter grade: F
ID:449 has a score of 46.0, Letter grade: F
ID:377 has a score of 46.0, Letter grade: F
ID:667 has a score of 46.0, Letter grade: F
ID:104 has a score of 46.0, Letter grade: F
ID:347 has a score of 46.0, Letter grade: F
ID:121 has a score of 46.0, Letter grade: F
ID:910 has a score of 46.0, Letter grade: F
ID:449 has a score of 46.0, Letter grade: F
ID:377 has a score of 46.0, Letter grade: F
ID:667 has a score of 46.0, Letter grade: F
ID:104 has a score of 46.0, Letter grade: F
ID:347 has a score of 46.0, Letter grade: F
ID:121 has a score of 46.0, Letter grade: F
ID:910 has a score of 46.0, Letter grade: F
ID:449 has a score of 46.0, Letter grade: F
ID:377 has a score of 46.0, Letter grade: F
ID:667 has a score of 46.0, Letter grade: F
ID:104 has a score of 46.0, Letter grade: F
ID:347 has a score of 46.0, Letter grade: F
ID:121 has a score of 46.0, Letter grade: F
ID:910 has a score of 46.0, Letter grade: F
ID:449 has a score of 46.0, Letter grade: F
ID:377 has a score of 46.0, Letter grade: F
ID:667 has a score of 46.0, Letter grade: F
ID:104 has a score of 46.0, Letter grade: F
ID:347 has a score of 46.0, Letter grade: F
ID:121 has a score of 46.0, Letter grade: F
ID:910 has a score of 46.0, Letter grade: F
ID:449 has a score of 46.0, Letter grade: F
ID:377 has a score of 46.0, Letter grade: F
ID:667 has a score of 46.0, Letter grade: F
ID:104 has a score of 46.0, Letter grade: F
ID:347 has a score of 46.0, Letter grade: F
ID:121 has a score of 46.0, Letter grade: F
ID:910 has a score of 46.0, Letter grade: F
ID:449 has a score of 46.0, Letter grade: F
ID:377 has a score of 46.0, Letter grade: F
ID:667 has a score of 46.0, Letter grade: F
ID:104 has a score of 46.0, Letter grade: F
ID:347 has a score of 46.0, Letter grade: F
ID:121 has a score of 46.0, Letter grade: F
